id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
XuLrCsg1rMmAuML4jiG24g,tatiana-pizza-washington-2,Tatiana pizza,https://s3-media2.fl.yelpcdn.com/bphoto/ULrUfG9fG57N98A6V-LoHQ/o.jpg,False,https://www.yelp.com/biz/tatiana-pizza-washington-2?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,7,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'pizza', 'title': 'Pizza'}]",5.0,"{'latitude': 38.91360009459062, 'longitude': -77.04597510482307}","['delivery', 'pickup']",,"{'address1': '1730 Connecticut Ave NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1730 Connecticut Ave NW', 'Washington, DC 20009']}",+12025254799,(202) 525-4799,2488.059602737569
egWIhkMei-u6wnDRNQHbbQ,slice-and-pie-pizza-washington,Slice & Pie Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/2-iDaSus1KJmVdhUgmG2DQ/o.jpg,False,https://www.yelp.com/biz/slice-and-pie-pizza-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,30,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 38.91991, 'longitude': -77.0316}","['delivery', 'pickup']",,"{'address1': '2221 14th St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['2221 14th St NW', 'Washington, DC 20009']}",+12022990515,(202) 299-0515,1636.907864226965
KxzmqnmshrMSkk94PDSQSQ,emmy-squared-pizza-shaw-washington,Emmy Squared Pizza - Shaw,https://s3-media1.fl.yelpcdn.com/bphoto/OHwOfe1TTn9i8pTQM_vhrA/o.jpg,False,https://www.yelp.com/biz/emmy-squared-pizza-shaw-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,225,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 38.91660321396349, 'longitude': -77.02316897434754}","['delivery', 'pickup']",$$,"{'address1': '1924 8th St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['1924 8th St NW', 'Washington, DC 20001']}",+12029213669,(202) 921-3669,878.5124294743232
yn_AY6kJSoe1GtxLbBzF8g,and-pizza-e-street-washington,&pizza - E Street,https://s3-media2.fl.yelpcdn.com/bphoto/1VKFFK5sAlMOM6iA6xX9kg/o.jpg,False,https://www.yelp.com/biz/and-pizza-e-street-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,1052,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'latitude': 38.8963050035053, 'longitude': -77.0263680524658}","['delivery', 'pickup']",$$,"{'address1': '1005 E St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20004', 'country': 'US', 'state': 'DC', 'display_address': ['1005 E St NW', 'Washington, DC 20004']}",+12023355991,(202) 335-5991,1701.6383020389117
sBvewTmX07_3iBnS3CzxAA,pupatella-washington,Pupatella,https://s3-media2.fl.yelpcdn.com/bphoto/Bhp1FAH7GUZi6NVTZLL9hA/o.jpg,False,https://www.yelp.com/biz/pupatella-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,63,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 38.914294, 'longitude': -77.041444}",['delivery'],$$,"{'address1': '1801 18th St NW', 'address2': None, 'address3': None, 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1801 18th St NW', 'Washington, DC 20009']}",+12025061999,(202) 506-1999,2121.073283488534
8tPa2RKk7YiLZWh5sptJdQ,bozzellis-washington-3,Bozzelli's,https://s3-media3.fl.yelpcdn.com/bphoto/TJM_cRr4n8z8IR41GyccMw/o.jpg,False,https://www.yelp.com/biz/bozzellis-washington-3?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,237,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"{'latitude': 38.90331, 'longitude': -77.03294}",['pickup'],$$,"{'address1': '1025 Vermont Ave NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20005', 'country': 'US', 'state': 'DC', 'display_address': ['1025 Vermont Ave NW', 'Washington, DC 20005']}",+12023476810,(202) 347-6810,1520.2296657058669
rCHABNhZMmbZGZ0bOtTcTA,pizzarro-washington-4,Pizzarro,https://s3-media2.fl.yelpcdn.com/bphoto/7NvdOriq1KV_lRhdvuZvjA/o.jpg,False,https://www.yelp.com/biz/pizzarro-washington-4?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,132,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 38.91482, 'longitude': -77.01805}","['delivery', 'pickup']",$,"{'address1': '467 Florida Ave NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['467 Florida Ave NW', 'Washington, DC 20001']}",+12023320011,(202) 332-0011,537.3833705173078
UiyLESyyMk4a-deZ_n5xDw,lupo-pizzeria-washington,Lupo Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/I-k8hOsZEk7OyDMUh9asTQ/o.jpg,False,https://www.yelp.com/biz/lupo-pizzeria-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,48,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 38.91587, 'longitude': -77.0322}","['delivery', 'pickup']",$$,"{'address1': '1908 14th Street Nw', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1908 14th Street Nw', 'Washington, DC 20009']}",+12025066137,(202) 506-6137,1419.7673039532654
XswJd24MiHA3iuzrt7h0Ng,little-prince-pizza-washington-2,Little Prince Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/UAeswf39yOuLtqlCo7C8XA/o.jpg,False,https://www.yelp.com/biz/little-prince-pizza-washington-2?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]",4.5,"{'latitude': 38.90283, 'longitude': -77.01819}",['delivery'],,"{'address1': '465 K St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['465 K St NW', 'Washington, DC 20001']}",+12026294662,(202) 629-4662,802.3319742634428
9X0F8gl4mPSSFHkxSB2lXA,il-canale-washington-2,il Canale,https://s3-media1.fl.yelpcdn.com/bphoto/4Pso9rmwKiLmgHC2w8RsUQ/o.jpg,False,https://www.yelp.com/biz/il-canale-washington-2?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,3920,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 38.904493, 'longitude': -77.0609744}","['restaurant_reservation', 'pickup', 'delivery']",$$,"{'address1': '1065 31st St', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20007', 'country': 'US', 'state': 'DC', 'display_address': ['1065 31st St', 'Washington, DC 20007']}",+12023374444,(202) 337-4444,3803.2862195389584
GijYhW1C0kfo6FMmJBioyw,stellina-pizzeria-washington,Stellina Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/DD_PJcfq_1aISu9rFuISyg/o.jpg,False,https://www.yelp.com/biz/stellina-pizzeria-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,236,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 38.9078, 'longitude': -77.00032}",['delivery'],$$,"{'address1': '399 Morse St NE', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20002', 'country': 'US', 'state': 'DC', 'display_address': ['399 Morse St NE', 'Washington, DC 20002']}",+12028513995,(202) 851-3995,1514.912308035392
b9Ahp5QZ8y2dq9cWFyaWzQ,the-little-grand-washington,The Little Grand,https://s3-media2.fl.yelpcdn.com/bphoto/NqT20qNfaDJ0SoqUZzN5ZQ/o.jpg,False,https://www.yelp.com/biz/the-little-grand-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,5,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 38.90064, 'longitude': -76.99642}",[],,"{'address1': '808 7th St NE', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20002', 'country': 'US', 'state': 'DC', 'display_address': ['808 7th St NE', 'Washington, DC 20002']}",+12027580783,(202) 758-0783,2120.2363457356655
pCYTj_dN9Gq4rZBdYcWzPQ,andys-pizza-washington-11,Andy's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/NcvLj1aei4CS2B7mqRGNHQ/o.jpg,False,https://www.yelp.com/biz/andys-pizza-washington-11?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,49,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 38.90542, 'longitude': -77.007048}","['pickup', 'delivery']",,"{'address1': '51 M St NE', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20002', 'country': 'US', 'state': 'DC', 'display_address': ['51 M St NE', 'Washington, DC 20002']}",+12024506466,(202) 450-6466,1038.2838381472845
M0q2i6b95nE3bJgErwYhmQ,etto-washington,Etto,https://s3-media4.fl.yelpcdn.com/bphoto/HHgZHXWQVzCWOlIzRRYsDA/o.jpg,False,https://www.yelp.com/biz/etto-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,312,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 38.910967, 'longitude': -77.031618}","['pickup', 'delivery']",$$,"{'address1': '1541 14th St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20005', 'country': 'US', 'state': 'DC', 'display_address': ['1541 14th St NW', 'Washington, DC 20005']}",+12022320920,(202) 232-0920,1218.215479247455
OqzCP4G8h-NQ3W6sABz8kw,dc-pizza-washington,DC Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/j-jhKJQnV7V7ZJMFUzX63Q/o.jpg,False,https://www.yelp.com/biz/dc-pizza-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,190,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 38.904048, 'longitude': -77.043091}","['pickup', 'delivery']",$,"{'address1': '1103 19th St NW', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20036', 'country': 'US', 'state': 'DC', 'display_address': ['1103 19th St NW', 'Washington, DC 20036']}",+12023311800,(202) 331-1800,2303.396283906763
mfiO3iORHGwsAVPZuMvmpw,fly-pizza-truck-washington,Fly Pizza Truck,https://s3-media3.fl.yelpcdn.com/bphoto/VhuaVd_cJ9ZO4mUNolyiFA/o.jpg,False,https://www.yelp.com/biz/fly-pizza-truck-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,14,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 38.9059104919434, 'longitude': -77.0210571289062}",[],,"{'address1': '', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['Washington, DC 20001']}",+12028345493,(202) 834-5493,261.0762184875366
7z_89iyV9aqLC0hAHTdL2A,we-the-pizza-washington-3,We The Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/yUEJhLwJrmeSbgQxQ1VIPA/o.jpg,False,https://www.yelp.com/biz/we-the-pizza-washington-3?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,16,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.0,"{'latitude': 38.91722, 'longitude': -77.03066}","['pickup', 'delivery']",,"{'address1': '1301 U St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20009', 'country': 'US', 'state': 'DC', 'display_address': ['1301 U St NW', 'Washington, DC 20009']}",+12028917992,(202) 891-7992,1382.8922591216522
w1q-1lZao8l0zVR7J1jj8g,pizza-d-oro-washington,Pizza D'Oro,https://s3-media1.fl.yelpcdn.com/bphoto/_y-3vQzpTAz9vFUQeyfNew/o.jpg,False,https://www.yelp.com/biz/pizza-d-oro-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,215,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 38.91575, 'longitude': -77.02249}","['pickup', 'delivery']",$,"{'address1': '717 T St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['717 T St NW', 'Washington, DC 20001']}",+12025881900,(202) 588-1900,765.7594430750372
MWRTtf2pTs0t12PDnTnF4w,side-door-pizza-washington-2,Side Door Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/H9fF5w9-AV1xn6EUPr89zA/o.jpg,False,https://www.yelp.com/biz/side-door-pizza-washington-2?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,82,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 38.87867381449964, 'longitude': -77.00525485197477}","['pickup', 'delivery']",,"{'address1': '909 New Jersey Ave SE', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20003', 'country': 'US', 'state': 'DC', 'display_address': ['909 New Jersey Ave SE', 'Washington, DC 20003']}",,,3643.3327753299423
c5o92Sw8AZBBiNVhk_hHPg,etabli-washington,Etabli,https://s3-media3.fl.yelpcdn.com/bphoto/AqEJvnhPb1N0PC19NbduVw/o.jpg,False,https://www.yelp.com/biz/etabli-washington?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,23,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 38.91543554478862, 'longitude': -77.0119371}",[],,"{'address1': '84 T St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20001', 'country': 'US', 'state': 'DC', 'display_address': ['84 T St NW', 'Washington, DC 20001']}",+12028273664,(202) 827-3664,777.670598083357
-htJnk0V5KCetJNNujspDA,homeslyce-d-c-washington-2,HomeSlyce - D.C.,https://s3-media2.fl.yelpcdn.com/bphoto/rvo6u5L-0Z-GLE4r1neftw/o.jpg,False,https://www.yelp.com/biz/homeslyce-d-c-washington-2?adjust_creative=JoeOcJqW_oyNyEhpxlGIXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JoeOcJqW_oyNyEhpxlGIXw,288,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.5,"{'latitude': 38.902903, 'longitude': -77.047252}","['pickup', 'delivery']",$$,"{'address1': '2121 K St NW', 'address2': '', 'address3': None, 'city': 'Washington, DC', 'zip_code': '20037', 'country': 'US', 'state': 'DC', 'display_address': ['2121 K St NW', 'Washington, DC 20037']}",+12025591555,(202) 559-1555,2678.848897948617
